idx,name,source,text,n_tokens,n_valid,mean_delta,mean_sigma,A_marginal,A_joint,A_cov,pearson_rho,signature
35632,caleb smith bragg,GEN,"Caleb Smith Bragg

Caleb Smith Bragg, the son of Caleb C. and Hannah (Wade) Bragg, was born in Newark, Ohio, on October 13, 1841. He was descended from a noted Ohio family. His father and his maternal grandfather were both members of the Ohio legislature.

At the outbreak of the Civil War, Bragg enlisted in the 4th Ohio Infantry and served as a first lieutenant. He was appointed a captain of the 8th Ohio in December 1861 and promoted to major of the 17th Ohio in April 1862. He was wounded at Chi",200,128,0.512609,3.330685,1.707337,1.697226,-0.010112,-0.036162,MIXED
1298,fábio oliveira,REF,fábio marcelo de oliveira -lrb- born 6 july 1974 -rrb- is a brazilian footballer .,36,26,0.551104,4.669777,2.573533,2.722502,0.148969,0.300573,ALIGNED
1298,fábio oliveira,GEN,"Fábio Oliveira (born 2 November 1981) is a Brazilian television presenter and actor.

His television career began in the 1990s, when he participated in several programs and soap operas. His first role in a soap opera was in Bebê a Bordo (1992), by TV Globo. He then played the character of Luís in Xica da Silva (1996), by Rede Manchete. In the 2000s, he played the character of Pedro in A Escolinha do Professor Raimundo (2000) and João in Laços de Família (2003), also by Globo. He played the chara",197,116,0.551634,3.636731,2.006144,2.047704,0.04156,0.122503,MIXED
61955,jordan scott,REF,"jordan scott -lrb- born 1977 -rrb- is an english photographer , filmmaker , and actress .
she is the daughter of director ridley scott and advertising executive sandy watson .
she is the niece of director tony scott and half-sister of directors luke and jake scott .
scott directed the feature film `` cracks '' , an adaptation of a novel by sheila kohler .
she also directed `` all the invisible children '' -lrb- segment jonathan -rrb- , `` portrait '' , and `` never never '' .
she has directed co",156,118,0.524553,4.459882,2.339446,2.489991,0.150545,0.285548,ALIGNED
61955,jordan scott,GEN,"Jordan Scott was born 17 May 1991. He is a British singer and songwriter. He came to prominence in the UK in 2004 as the winner of the first series of the ITV talent show The X Factor, and was signed to Sony BMG. Scott has had four UK number-one singles. He was the first winner of the show to be dropped from his record label. He has released a total of seven UK top ten singles, three of which have reached number-one, two UK top-ten albums, one studio album and two compilation albums. His debut s",173,131,0.478576,3.088305,1.47799,1.494902,0.016912,0.081654,MIXED
57600,martin tappe,REF,"martin tappe -lrb- 10 january 1910 -- 19 april 1969 -rrb- was an obersturmbannführer -lrb- lieutenant colonel -rrb- and oberstleutnant of the schutzpolizei in the waffen ss during world war ii who was awarded the knight 's cross of the iron cross , which was awarded to recognize extreme battlefield bravery or successful military leadership by nazi germany during world war ii .
martin tappe was born on the 10 january 1910 , in löhne westfalen .
he was awarded the knights cross in march 1945 while",235,128,0.487792,3.63808,1.774627,1.900421,0.125794,0.374008,ALIGNED
57600,martin tappe,GEN,"Martin Tappe was born in 1956 in Schopfheim, Germany. He studied musicology and philosophy at the University of Freiburg, Germany, where he wrote his dissertation under the direction of Professor Helmut Lachenmann. In 1985 he completed his studies with a state examination and soon after began teaching at the Hochschule für Musik in Freiburg. In 2001 he was appointed Professor of Composition at the Hochschule für Musik in Cologne. He has received numerous composition prizes, including the first p",198,123,0.514606,3.200666,1.647081,1.726494,0.079413,0.243572,MIXED
8926,adriana seroni,REF,"adriana fabbri seroni , commonly known as adriana seroni , -lrb- june 9 , 1922 - april 9 , 1984 -rrb- was an italian journalist and politician of the communist party , member of the italian chamber of deputies from 1972 to 1984 .",81,52,0.533037,3.733486,1.990086,2.142029,0.151944,0.323191,ALIGNED
8926,adriana seroni,GEN,"Adriana Seroni (born 1956) is an Italian artist and scholar of contemporary art. She is a professor of history of modern and contemporary art at the University of Trento, Italy. She is a member of the Italian Association of Art Critics, an editor of the journal “Arte Contemporanea”, and a member of the scientific committee of the “Museo di Arte Contemporanea di Trento e Rovereto” (MART). She has published numerous books, including “Giovane pittura italiana” (1987), “La bellezza pittorica” (1988)",198,115,0.536076,3.545581,1.900701,1.998914,0.098213,0.285037,MIXED
55940,jan reker,REF,"jan reker -lrb- , born 3 june 1948 -rrb- is a dutch football manager and director .
reker started his coaching career in the willem ii and psv eindhoven youth ranks , which was followed up by the assistant manager role at vvv-venlo and psv .
after half a season as caretaker in 1980 , reker officially served as manager of psv between 1983 and 1986 , winning the eredivisie title in his last year .
he also coached vvv , roda jc , willem ii and lastly mvv maastricht .
in 1996 , reker became chairman",294,216,0.514536,3.881734,1.997293,2.07734,0.080046,0.191543,MIXED
55940,jan reker,GEN,"Jan Reker (1948, Leiden, The Netherlands) is a self-taught artist. He lives and works in Leidschendam, the Netherlands.

He studied a range of different disciplines, including psychology, philosophy, sociology, anthropology, and political science. He also has a degree in law.

In the 1970s he worked as a social worker.

He started painting in 1991. His first exhibition was in 1993 in Leidschendam. The same year he started taking lessons in drawing.

His first solo exhibition was in 1995 in The H",198,139,0.495394,3.541415,1.754394,1.81347,0.059076,0.173519,MIXED
6455,katja roose,REF,katja roose -lrb- born 27 march 1981 -rrb- is a dutch female professional kite surfer .,33,25,0.544138,5.015291,2.729011,2.906412,0.177401,0.293848,ALIGNED
6455,katja roose,GEN,"Katja Roose is a German artist, educator, and curator. She was born in 1976 in Germany. She received her BA in Fine Arts and Art History from the University of Fine Arts in Braunschweig, Germany in 2001 and her MFA in Fine Arts from the School of the Art Institute of Chicago in 2007.

Roose’s work has been exhibited in galleries and museums internationally. She has been awarded numerous grants and residencies, including the Fulbright Grant, the German Academic Exchange Service (DAAD) Scholarship",197,117,0.486146,2.99227,1.454679,1.531182,0.076504,0.238045,MIXED
62108,michael walzer,REF,"michael walzer -lrb- ; march 3 , 1935 -rrb- is a prominent american political theorist and public intellectual .
a professor emeritus at the institute for advanced study -lrb- ias -rrb- in princeton , new jersey , he is co-editor of `` dissent , '' an intellectual magazine that he has been affiliated with since his years as an undergraduate at brandeis university .
he has written books and essays on a wide range of topics -- many in political ethics -- including just and unjust wars , nationalis",243,166,0.463847,3.284894,1.523688,1.621348,0.09766,0.249031,MIXED
62108,michael walzer,GEN,"Michael Walzer is an American sociologist and political philosopher who has made significant contributions to the fields of political philosophy, social and political theory, and the ethics of war. He was born on January 11, 1935, in New York City.

Walzer received his Bachelor’s degree from Columbia University in 1956 and then went on to pursue his graduate studies at Harvard University, where he completed his Ph.D. in 1961. He began his academic career as a professor of philosophy at Yale Univ",198,88,0.529424,2.305285,1.220472,1.248373,0.0279,0.185865,MIXED
67310,luís boa morte,REF,"luís boa morte pereira -lrb- ; born 4 august 1977 -rrb- is a portuguese professional football coach and a former player who played as an attacking winger , forward and centre midfielder .
he currently is a youth coach with sporting cp .
having come through the youth ranks with sporting clube de portugal , boa morte received his first big break by joining premier league side arsenal in 1997 .
he also went on to play in england 's top flight for southampton , fulham and west ham united .
he was re",246,160,0.513155,3.373814,1.73129,1.824044,0.092754,0.259511,MIXED
67310,luís boa morte,GEN,"Luís Boa Morte

Luís Boa Morte was born in Lisbon, Portugal, in 1979. He is a professional football player who plays for the Portuguese national team and the English Premier League's Fulham club.

With a height of 1.85 meters and a weight of 73 kilograms, Boa Morte began his professional football career in 1996. He started his career with the Portuguese club Sporting CP, where he played from 1996 to 2003 and helped the team win the Portuguese Cup and the Portuguese Super Cup.

In 2003, Boa Morte",200,108,0.484483,2.245555,1.087934,1.111817,0.023883,0.115311,MIXED
57720,jagathy n. k. achary,REF,"jagathy n. k. achary -lrb- 1924 -- 1997 -rrb- was an indian dramatist and writer who also worked on malyalam films .
he was the father of popular malayalam film actor jagathy sreekumar .",68,51,0.496119,4.747651,2.355402,2.537596,0.182195,0.397189,ALIGNED
57720,jagathy n. k. achary,GEN,"Jagathy N. K. Achary is an Indian actor and a film director in Malayalam cinema. He was born on 13 September 1949 in Kalpetta, Wayanad district, Kerala. After his degree in English literature, he became an assistant director to V. K. Thampi. He also acted in a few films of V. K. Thampi. He was introduced to Malayalam cinema by director Kamal through the film Aalavikalude Manavu.

He has acted in more than 1500 films in Malayalam, Tamil, Telugu, Kannada and Hindi. He has also worked as a director",201,145,0.492683,3.172412,1.562993,1.592307,0.029313,0.099256,MIXED
32257,"adrian olenici -lrb- born april 19 , 1956 -rrb-",REF,"adrian olenici -lrb- born april 19 , 1956 -rrb- is a former romanian ice hockey player .
he played for the romania men 's national ice hockey team at the 1980 winter olympics in lake placid .",62,41,0.535675,4.071694,2.181105,2.247184,0.066079,0.150152,MIXED
32257,"adrian olenici -lrb- born april 19 , 1956 -rrb-",GEN,"Adrian Olenici, born 1956, is a Romanian poet, essayist, translator, and journalist. He studied at the Faculty of Letters (Bucharest University) and graduated from the Faculty of Journalism (Bucharest University, 1981). He was a member of the Romanian Writers Union.

Olenici has published three collections of poetry and two books of essays: Muzică de primăvară / Spring Music (1986), Eseuri / Essays (1993), Scurtă istorie a versului / Short History of the Poem (1996), Calea întunericului. Eseuri ",198,132,0.549781,3.675849,2.020913,2.206987,0.186074,0.390874,ALIGNED
